fiber_node;address;coordinate
FGM016;ARIF RAHMAN HAKIM (3.1);-7.29127,112.778291
DSB00001;HUB SURABAYA;-7.2931782,112.739832
FGM023;ARIF RAHMAN HAKIM (3.2);-7.294267,112.778422
DSB047;ARAYA GALAXY BUMI PERMAI 1 SURABAYA;-7.295862,112.786145
DSB552;PERUM SEMOLOWARU BAHARI;-7.30355798762246,112.79037516831754
DSB053;SEMOLOWARU ELOK (4);-7.305586,112.775409
DSB075;NIRWANA EKSEKUTIF (1);-7.31325,112.78952
DRS175;PERUM GUNUNG ANYAR ASRI;-7.342038,112.801814
FSPI04D01;PERUM PONDOK DADAPAN PERMAI;-7.368555,112.807583
FSSS01D05;KARANG GINTUNG RW 02;-7.37718,109.24674
FKS027;PERUM RAKYAT GREMET (4);-7.55885,110.79631
DPG262;KOMPLEK PATRIA JAYA (2);-7.5615762,110.748018
FTG036;TAMAN KIRANA SURYA (4);-7.64733,111.52502
FPY025;CATURTUNGGAL AREA (21);-7.781818,110.395615
FAY016;AMBARKETAWANG AREA (11);-7.788812,110.32557
DMS287;PERUM BUKIT CEMARA TUJUH;-7.924506,112.593973
DMS184;CILIWUNG AREA (RW 07);-7.952636,112.643619
FKOJ01D01;BENDUNGAN SEMPOR AREA (2);-7.955435206,112.6062554
DMS295;CANDI AREA (RW 03);-7.962758,112.606692
FKOJ07D02;IJEN AREA (2);-7.972459,112.6205023
DMS194;SAWOJAJAR 1 (14) (RW 07);-7.979471,112.664749
BASSCAMP ATP JOGJA;Dekat 79J2+6RF Klinik kaffah sleman, Jl. PJKA, Drono, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511;-7.719311,110.352180
BASSCAMP CKT JOGJA;JL. KYAI LEGI 522 G, PRINGGOLAYAN, BANGUNTAPAN, KEC. BANGUNTAPAN, KABUPATEN BANTUL, DAERAH ISTIMEWA YOGYAKARTA 55198;-7.807549, 110.406556
BASSCAMP RPS JOGJA;Dusun Gilingan JL.Madu Sari No.25 RT.03 RW.27 Sendangadi Mlati Sleman Yogyakarta 55284;-7.726116,110.363753
BASSCAMP QUANTUM JOGJA;Jl. Gayamsari, kedulanNo 40 Rt 004 Rw 29, Tirtomartani kalasan . Di Yogyakarta,Kab Sleman, Kalasan;-7,7347209, 110,4702615
BASSCAMP CKT SOLO;Jl Sadewo, RT 03/RW 03 Dusun IV, Pucangan, Kec. Kartasura, Kab. Sukoharjo, Jawa Tengah 57168;-7,5645337, 110,7391308
BASSCAMP QUANTUM SOLO;Jl. Embarkasi H., Ngemplak, Gagaksipat, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375;-7.5235477,110.7646463
BASSCAMP RPS SOLO;Kalipelang , Dusun V, Joho, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554;-7.597914,110.882707
BASSCAMP ISOL PURWOKERTO;Jl. Raya Baturaden No 11 (Sebelah BKK Rempoah Baturaden), Rempoah, Rt/rw 06/05, Kec Baturaden, Kab Banyumas, 53151;-7.372765, 109.239372
BASSCAMP ATP PURBALINGGA;Jalan Srikandi ,Dusun 3 (Sokawera) - Kecamatan Padamara - Kab Purbalingga;7, 3930S 109,3218
BASSCAMP ISOL BANYUMAS;Jl. Raya Baturaden No 11 (Sebelah BKK Rempoah Baturaden), Rempoah, Rt/rw 06/05, Kec Baturaden, Kab Banyumas, 53151;-7.372765, 109.239372
BASSCAMP ATP BANYUMAS;Perum Griya Satria Mandalatama Blok 24 No.14;-7.427137,109.208691
BASSCAMP RPS SEMARANG;Jl. Karanganyar Gunung no.286, RT05/RW03, KARANGANYAR GUNUNG, KEC. CANDISARI,;-7.017527,110.432068
BASSCAMP BINTANG SEMARANG;Jl. Tlogomulyo no. 20 RT/RW 05/13 Kel.Pedurungan Tengah Kec.Pedurungan Kota Semarang 50192;-7.000607,110.483067
BASSCAMP QUANTUM SEMARANG;Jalan Kedung Mundu Lama No 23, Kecamatan Tembalang, Kota Semarang, Central Java 50273, Indonesia ;-7.0210654,110.4567346
BASSCAMP CKT SEMARANG;JI. Kompol R. Soekanto No. 88, RT03/ RW09. Kel. Mangunharjo, Kec.Tembalang. Semarang Selatan;-7.039189,110.458866
BASSCAMP SHU SEMARANG;Jalan Raya Rowosari, Mateseh, Sumberjo, Tembalang (Kontrakan belakang warung ayam goreng minul ,sebelum bento caffe) Rt 05 Rw 05 kode pos 50271;-7.058447,110.471604
BASSCAMP ATP TEGAL;Jalan Todak No. 37 RT03 RW04, Tegalsari, Kecamatan Tegal Barat, Kota Tegal, Jawa Tengah 52111;-6.856849,109.126389
BASSCAMP LS TEGAL;Jl. Alternative Tegal - Slawi, Ketanggungan, Brekat, Kec. Tarub, Kabupaten Tegal, Jawa Tengah;-6.933700,109.185257
BASSCAMP ATP PEMALANG;Sikayu No. 18 Setikung, Kec. Comal, Kabupaten Pemalang, Jawa Tengah 52363;-6.900134, 109.539771
BASSCAMP LS PEMALANG;Griya Asri Petarukan Gg. Srikandi no 101, Petarukan, Kec. Petarukan, Kabupaten Pemalang, Jawa Tengah 52362;-6.8983252, 109.4540275
BASSCAMP LS PEKALONGAN;JL.JENGGALA NO 87, TIRTO. PEKALONGAN BARAT KOTA PEKALONGAN;-6.8946636, 109.6563847
BASSCAMP SHU DEMAK;Perum taman mangunjiwan indah blok O Gang 4 Rt 07 Kecamatan Demak;-6.893445,110.619515
BASSCAMP BINTANG PATI;jl Matahari RT/RW 02/04 Ds Growong Kidul Kec. Juwana Kab Pati 59185;-6.71024 , 111.139812
BASSCAMP QUANTUM MAGELANG;Jl. Randugunting No 38 Rt01 Rw01 Blondo Kec, Mungkid, Kab, Magelang, JawaTengah 56512;-7,5404677, 110,2329490
BASSCAMP CKT BANTUL;JL. KYAI LEGI 522 G, PRINGGOLAYAN, BANGUNTAPAN, KEC. BANGUNTAPAN, KABUPATEN BANTUL, DAERAH ISTIMEWA YOGYAKARTA 55198;-7.807549, 110.406556
FPUC02D01;PESADANGAN AREA;-6.909058,109.523561
FPM03800;MULYOHARJO AREA (11);-6.899933,109.385333
FPKA12D01;PELUTAN AREA (8);-6.889894,109.377157
FPSW07D02;WIDURI AREA (6);-6.867953,109.373502
FMOT07D04;PELUTAN AREA (7);-6.886687,109.382178
FPKA05D02;TAMBAKREJO AREA (3);-6.895614,109.351268
FPSW01D03;SUGIHWARAS AREA (5);-6.865615,109.371475
FPM03600;TAMAN AREA PEMALANG;-6.902347,109.414591
FPKA09D01;PADURAKSA AREA (5);-6.943187,109.386829
FPM03400;BEJI TAMAN AREA (3);-6.892161,109.410011
FPKA04D04;KEBONDALEM AREA (7);-6.891383,109.377809
FPKA12D02;KEBONDALEM AREA (6);-6.892601,109.382591
FSAC09D01;AMBOKULON AREA (1);-6.884126,109.546048
FMOT07D05;KEBONDALEM AREA (8);-6.895092,109.382901
FPKA09D02;PADURAKSA AREA (2);-6.93884,109.389792
FPKA08D03;PADURAKSA AREA (3);-6.93815,109.382701
FPKA08D02;PADURAKSA AREA (4);-6.941365,109.384107
FSAC07D01;KAUMAN AREA (3);-6.885885,109.524039
FPM03500;GRIYA TAMAN MULIA;-6.908344,109.406741
FSAC01D03;SUSUKAN AREA (2);-6.866361,109.522948
FMOT09D02;PERUMNAS BOJONGBATA (1);-6.915194,109.388391
FSAC02D01;SARWODADI AREA (1);-6.856792,109.529852
FPPW03D04;KRAPYAK LOR AREA (8);-6.873989,109.681466
FPBO10D01;BANYURIP AGENG AREA (2);-6.919639,109.650779
FPBO09D03;BANYURIP ALIT AREA (3);-6.916191,109.656217
FPUK05D03;PANJANG BARU AREA (2);-6.86823,109.673904
FPAA10D04;DEGAYU AREA (6);-6.891776,109.706026
FPBO09D02;BANYURIP ALIT AREA (2);-6.918495,109.657138
FPEJ07D01;MEDONO AREA (6);-6.905241,109.673318
FPPW08D01;PANJANG BARU AREA (1);-6.864518,109.681289
FPAA01D03;PONCOL AREA (1);-6.888987,109.681036
FPAA08D02;DEGAYU AREA (5);-6.882358,109.698519
FPII12D03;KEBULEN AREA (3);-6.899304,109.672903
FPEJ01D03;KERTOHARJO AREA (1);-6.923203,109.674173
FPPW02D01;KLEGO AREA (1);-6.880618,109.683602
FPAA09D02;DEGAYU AREA (3);-6.886259,109.702663
FPEJ01D04;KERTOHARJO AREA (2);-6.927037,109.671121
FPAA10D03;DEGAYU AREA (4);-6.889467,109.701907
FPEJ01D02;KERTOHARJO AREA (3);-6.933106,109.675183
FPUK06D01;TIRTO AREA (4);-6.887114,109.657522
FDKG08D05;SUMBEREJO AREA (5);-6.909134,110.587792
FDKR01D04;KALICILIK AREA (1);-6.885877,110.631359
FMRG04D03;WARU AREA (4);-6.999185,110.533156
FDKG08D04;SUMBEREJO AREA (4);-6.904383,110.580018
FMRG02D01;KEMBANGARUM AREA (1);-7.037962,110.522555
FWKO04D03;BINTORO AREA (7);-6.894056,110.640619
FDKR04D03;KALICILIK AREA (3);-6.882083,110.6328
FWKO05D01;GROGOL AREA (2);-6.942929,110.615949
FDKG07D01;BINTORO AREA (4);-6.886615,110.642347
FDKR01D03;JATIMULYO AREA (1);-6.867995,110.610977
FTOS12D01;KUTOHARJO AREA (4);-6.732757,111.054976
FTOS01D01;BUMIREJO AREA (2);-6.797326,110.980622
FPIO13D02;MUKTIHARJO AREA (5);-6.728563,111.018141
FTOS07D01;DADIREJO AREA (1);-6.763201,111.029497
FPAT11D01;MATERAMAN AREA (1);-6.743022,111.006165
FMSO06D02;PAKIS AREA (1);-6.566208,111.041731
FPIO01D01;TANJUNGREJO AREA (1);-6.633022,111.04447
FPIO10D02;KUTOHARJO AREA (3);-6.73774,111.040143
FPIO09D02;TAMBAHARJO AREA (1);-6.715633,111.047673
FTOS01D02;BUMIREJO AREA (1);-6.79511,110.986356
FJSO07D01;BENDAR AREA (1);-6.7092,111.155662
FKRK10D04;BOJONG RW 01;-7.40749,109.37029
FKRK06D06;TOYAREKA RW 10;-7.4254,109.37933
FPGE14D03;BOJONGSARI PURBALINGGA (3);-7.34491,109.35127
FPGE14D04;BOJONGSARI PURBALINGGA (4);-7.34766,109.35478
FPGE14D02;BOJONGSARI PURBALINGGA (2);-7.3475,109.35072
FKRK11D05;PURBALINGGA KIDUL AREA (5);-7.39396,109.36404
FKRK11D06;PURBALINGGA LOR AREA (3);-7.38846,109.36653
FKRK11D03;PURBALINGGA KIDUL AREA (3);-7.39097,109.35955
FKRK11D04;PURBALINGGA KIDUL AREA (4);-7.39103,109.35916
FKRK11D02;PURBALINGGA KIDUL AREA (2);-7.39093,109.36595
FKRK11D01;PURBALINGGA KIDUL AREA (1);-7.39218,109.36408
FPGE02D06;KARANG BANJAR AREA (2);-7.35452,109.33906
FKOU12D05;GEMBONG AREA (1);-7.365824,109.356206
FKOU12D07;GEMBONG AREA (3);-7.36791,109.36004
FKOU12D06;GEMBONG AREA (2);-7.3667,109.35955
FKOU12D09;GEMBONG AREA (5);-7.36669,109.35618
FKOU06D03;PURBALINGGA KULON AREA (3);-7.38658,109.35959
FPGE01D06;KARANGLEWAS AREA (2);-7.36771,109.34171
FPMJ10D01;KANDANG GAMPANG AREA (1);-7.394671,109.352771
PURBALINGGA LOR;PURBALINGGA LOR AREA (1);-7.386479,109.362514
FKOU06D04;PURBALINGGA KULON AREA (4);-7.38597,109.35588
FKOU06D06;PURBALINGGA LOR AREA (2);-7.38506,109.35493
FPGE01D05;KARANGLEWAS AREA (1);-7.36764,109.34303
FKRK02D05;KEDUNG MENJANGAN AREA (3);-7.408422,109.374199
FPMJ10D04;KANDANG GAMPANG AREA (4);-7.391152,109.354952
FKRK02D06;KEDUNG MENJANGAN AREA (4);-7.40633,109.37718
FBY06500;BATURETNO AREA (4);-7.815673,110.413232
FPSB07D02;SUMBER AGUNG AREA (1);-7.886808,110.370364
FPSB06D01;TRIMULYO AREA (3);-7.902468,110.378859
FBY04900;WIROKERTEN AREA (3);-7.854448,110.399259
FPSB05D03;TRIRENGGO AREA (3);-7.895283,110.337503
FBY05100;JAMBIDAN AREA (4);-7.859825,110.421011
FPSB05D02;SUMBER AGUNG AREA (2);-7.905067,110.356
FPSB05D01;BAKULAN KULON;-7.907799,110.349553
FPSB03D01;BANTUL AREA (3);-7.893614,110.320839
FDXB10D03;AMBARTAWANG AREA (2);-7.55653,110.24949
FKDO02D02;BANYAKAN RW 01 (1);-7.51645,110.21765
FKDO11D01;DUSUN PRAJENAN RW 01 (1);-7.51347,110.23519
FKDO02D04;BANYAKAN RW 01 (3);-7.51629,110.22118
FKDO02D03;BANYAKAN RW 01 (2);-7.515046,110.218501
FBJN18D05;KALIPUTIH LOR;-7.54022,110.15538
FKDO07D02;SARATAN AREA (2);-7.53133,110.22454
FDXB17D04;JANAN AREA (1);-7.60397,110.21077
FKDO14D03;DUSUN SENDEN;-7.54609,110.25317
FDXB17D06;JANAN AREA (3);-7.60188,110.21031
FKDO14D02;DUSUN NGABEAN & BROGO (2);-7.54717,110.25107
FDXB04D03;PERUM BAGONGAN ASRI;-7.52431,110.19527
FGNM17D01;TAMAN AGUNG AREA (1);-7.57757,110.27429
FKDO14D01;DUSUN NGABEAN & BROGO (1);-7.54658,110.24649
FDXB15D01;WANUREJO AREA (1);-7.613,110.2197
FKDO13D01;PERUM LEMBAH ASRI SUMBER REJO (1);-7.5168,110.2264
FKDO07D01;SARATAN AREA (1);-7.52832,110.22181
FKDO16D03;BOJONG MUNGKID AREA (3);-7.560395,110.261455
FKDO13D02;PERUM LEMBAH ASRI SUMBER REJO (2);-7.51685,110.22887
FDXB17D07;JANAN AREA (4);-7.60206,110.20766
FKDO07D03;SARATAN RW 15;-7.529561,110.219339
FKDO16D06;BOJONG MUNGKID AREA (6);-7.56249,110.27183
FDXB17D03;SABRANG RAWO;-7.60708,110.19832
FDXB06D02;RAMBEANAK AREA (2);-7.57765,110.22655
FDXB17D02;DUSUN KUJON;-7.60225,110.19587
FDXB17D01;BOGOWANTI KIDUL AREA;-7.598,110.20534
FDXB07D01;DONOREJO AREA (1);-7.55912,110.21674
FDXB07D02;DONOREJO AREA (2);-7.56063,110.2149
FKDO16D01;BOJONG MUNGKID AREA (1);-7.5654,110.26105
FKDO16D02;BOJONG MUNGKID AREA (2);-7.56299,110.26502
FKIW13D03;AJIBARANG KULON AREA (3);-7.40894,109.07708
FKPB10D02;PURWOKERTO LOR AREA (3);-7.42587,109.24371
FKIW15D01;KARANGLO AREA (1);-7.39204,109.12416
FKIW13D05;AJIBARANG KULON AREA (5);-7.41163,109.07797
FPUT11D02;RANDEGAN AREA (2);-7.56484,109.22902
FPUT11D01;RANDEGAN AREA (1);-7.56592,109.22846
FKIW09D03;PASIR WETAN RW 01 (1);-7.40875,109.20744
FPIB13D01;GAMBARSARI AREA (1);-7.52925,109.20822
FPIB11D01;TAMBAKNEGARA AREA (1);-7.52439,109.19139
FKIW13D01;AJIBARANG KULON AREA (1);-7.40747,109.07638
FKPB06D04;SOKANEGARA AREA (1);-7.41968,109.22909
FKIW15D02;KARANGLO AREA (2);-7.39167,109.12042
FPIB14D03;CINDAGA AREA (3);-7.54739,109.18196
FPUT11D04;KALIWEDI AREA (2);-7.55637,109.2271
FPIB07D05;JOMBLANG RW 08 (1);-7.44334,109.21171
FKIW09D02;PASIR WETAN RW 02 (2);-7.41164,109.20784
FPIB07D06;JOMBLANG RW 08 (2);-7.44112,109.21163
FPIB12D02;NOTOG AREA (2);-7.48376,109.20686
FPIB12D01;NOTOG AREA (1);-7.47679,109.20729
FKEN02D04;PLIKEN AREA (5);-7.43143,109.28891
FKRD04D04;DUKUH WALUH AREA (6);-7.40363,109.26703
FKEN07D02;LEDUG AREA (6);-7.42587,109.27147
FKEN07D01;PERUMAHAN LEDUG ASRI RESIDENCE;-7.42484,109.27289
FKEN07D03;PERUMAHAN GRAND OASE;-7.42288,109.27189
FKIW09D04;PASIR WETAN RW 01 (2);-7.40795,109.20763
FKEN02D02;PLIKEN AREA (2);-7.43501,109.29048
FKRD11D01;DESA SUSUKAN (1);-7.36491,109.29037
FKEN02D03;PLIKEN AREA (3);-7.43741,109.28595
FKEN02D01;PLIKEN AREA (1);-7.43202,109.28987
FKIW09D01;PASIR WETAN RW 02 (1);-7.4105,109.20492
FKDU11D04;KEDONDONG AREA (2);-7.44847,109.28853
FPIB02D01;DESA BERKOH RW 06;-7.43904,109.25596
FKPB06D03;SOKANEGARA RW 07;-7.41668,109.23394
FPUT05D01;KARANGNANAS RW 06 (1);-7.46211,109.25308
FKDU11D03;KEDONDONG AREA (1);-7.45114,109.29086
FSSS02D06;TAMBAKSOGRA RW 03;-7.38339,109.26124
FKPB06D01;KRANJI RW 07;-7.42383,109.23504
FKPB06D02;SOKANEGARA RW 05;-7.42326,109.23138
FSSS12D04;KARANG GINTUNG RW 03 (1);-7.38195,109.24775
FBYO06D05;SOKARAJA TENGAH (4);-7.45787,109.28642
FSSS12D05;KARANG GINTUNG RW 03;-7.38485,109.24969
FPIB02D02;KARANG BENDA;-7.44447,109.25941
FKIW12D05;PASIR LOR RW 02 (2);-7.40782,109.199
FPUT05D02;KARANGNANAS RW 06 (2);-7.46403,109.25395
DLP001;PALEMBANG ICON;-2.97902,104.74571
FPM04200;XL33PML00073_001;-6.894235,109.41691
FPRK07D02;PETARUKAN AREA (6);-6.894437,109.448535
FPM04500;WANAREJAN SELATAN AREA (3);-6.892931,109.40435
FAGS04D02;UJUNGGEDE AMPELGADING AREA (2);-6.904858,109.524363
FPM04300;JEBED UTARA AREA (1);-6.922185,109.412461
FSAC10D03;BUMIREJO AREA (4);-6.867883,109.554541
FPUC05D03;PURWOHARJO AREA (7);-6.908562,109.533146
FPKA09D03;SUNGAPAN PEMALANG AREA (1);-6.942917,109.405343
FPM04100;CIBELOK AREA (4);-6.913789,109.405891
FPKA13D01;BOJONGBATA AREA (9);-6.912905,109.381813
FPM04000;BANJARDAWA AREA (2);-6.916905,109.411691
FPSW06D03;DANASARI PEMALANG AREA (2);-6.859044,109.404608
FMOT04D02;BOJONGBATA AREA (11);-6.914907,109.384997
FPKA13D02;BOJONGBATA AREA (10);-6.916501,109.380119
FPSW06D04;DANASARI PEMALANG AREA (3);-6.853185,109.412398
FPSW04D02;KABUNAN AREA (4);-6.887581,109.41155
FAGS06D03;KENDALDOYONG AREA (3);-6.865879,109.494383
FPSW06D01;DANASARI PEMALANG AREA (1);-6.866196,109.395424
FPSW12D02;PELUTAN AREA (6);-6.884197,109.380693
FMOT03D03;PELUTAN AREA (3);-6.890061,109.386009
FSAC04D03;SUSUKAN AREA (3);-6.871012,109.523704
FMOT07D03;KEBONDALEM AREA (5);-6.893158,109.376959
FSAC05D01;GINTUNG AREA (1);-6.878635,109.53131
FPSW07D03;SUGIHWARAS AREA (6);-6.868408,109.371401
FAGS04D01;UJUNGGEDE AREA (1);-6.901183,109.523591
FPSW05D03;PELUTAN AREA (9);-6.88245,109.38065
FSAC04D04;SUSUKAN AREA (4);-6.869742,109.52375
FPSW12D01;PELUTAN AREA (5);-6.884017,109.378108
FSAC02D02;SARWODADI AREA (3);-6.870261,109.530942
FSAC06D01;SARWODADI AREA (2);-6.874427,109.531874
FPBO08D03;BUARAN AREA (3);-6.912463,109.660211
FPII05D02;YOSOREJO AREA (3);-6.912853,109.683509
FPEJ03D03;JENGGOT AREA (8);-6.910951,109.669284
FPAA06D05;DEKORO AREA (7);-6.888026,109.688504
FPUK06D05;KRATON LOR AREA (1);-6.881042,109.668455
FPBO09D04;BANYU URIP ALIT AREA (4);-6.916,109.654884
FPBO07D03;TIRTO PEKALONGAN AREA (6);-6.894317,109.65662
FPII01D04;YOSOREJO AREA (2);-6.905117,109.681164
FPII08D04;BAROS PEKALONGAN AREA (2);-6.906545,109.698427
FPEJ02D02;JENGGOT AREA (6);-6.916773,109.661157
FPII01D01;KURIPAN LOR AREA (1);-6.913046,109.675934
FPBO03D03;TEGALREJO PEKALONGAN AREA (3);-6.90046,109.65576
FPBO07D03(SALAH);TIRTO PEKALONGAN AREA (6);-6,894,317
FPAA03D01;SUGIHWARAS PEKALONGAN AREA (1);-6.883007,109.678719
FPPW08D02;PANJANG WETAN AREA (1);-6.863342,109.685214
FPII01D05;YOSOREJO AREA (4);-6.909373,109.680865
FPUK04D02;PANJANG BARU AREA (3);-6.870635,109.674901
FPPW02D02;KLEGO AREA (4);-6.879862,109.688886
FPBO07D02;PODOSUGIH AREA (4);-6.897175,109.665571
FPEJ05D02;JENGGOT AREA (7);-6.916207,109.663708
FPII14D04;SOKO PEKALONGAN AREA (1);-6.917871,109.694391
51139;SOKO PEKALONGAN AREA (1);-6.917871,109.694391
FPII14D05;SOKODUWET AREA (6);-6.916734,109.69437
FPII11D01;KEPUTRAN AREA (2);-6.898333,109.677862
FPBO05D04;TIRTO PEKALONGAN BARAT AREA (2);-6.896638,109.651909
FPEJ02D04;KRADENAN PEKALONGAN AREA (3);-6.919799,109.657491
FPII08D03;BAROS PEKALONGAN AREA (1);-6.905167,109.696896
FPAA03D05;SUGIHWARAS PEKALONGAN (2);-6.883423,109.675409
FPUK02D01;BANDENGAN AREA (1);-6.871809,109.665184
FPBO05D03;TIRTO PEKALONGAN BARAT AREA (1);-6.894795,109.649912
FPBO08D01;BUARAN AREA (1);-6.912178,109.654258
FPAA06D04;DEKORO AREA (6);-6.888802,109.687263
FPEJ02D05;KERTOHARJO AREA (5);-6.92673,109.675674
FPBO05D05;TIRTO AREA (5);-6.890764,109.653918
FPBO06D03;MEDONO AREA (7);-6.895631,109.658177
FPAA03D03;KAUMAN PEKALONGAN AREA (1);-6.891953,109.673806
FPEJ03D02;KRADENAN PEKALONGAN AREA (1);-6.913203,109.664458
FPII01D03;YOSOREJO AREA (1);-6.906335,109.679583
FPEJ10D02;PODOSUGIH AREA (5);-6.899527,109.669753
FPEJ01D01;JENGGOT AREA (1);-6.918253,109.671463
FPPW07D02;KRAPYAK AREA (2);-6.868141,109.694859
FPBO10D03;BANYUURIP AGENG AREA (1);-6.919396,109.64741
FPEJ06D01;JENGGOT AREA (2);-6.91762,109.670287
FPPW01D03;KRAPYAK KIDUL AREA (2);-6.875536,109.680914
FPPW01D01;KLEGO AREA (3);-6.873892,109.678222
FPPW03D01;KRAPYAK AREA (3);-6.871518,109.684148
FPBO08D02;BUARAN AREA (2);-6.913738,109.65714
FPPW04D03;KRAPYAK AREA (1);-6.877011,109.682236
FPAA03D02;KEPUTRAN AREA (1);-6.890888,109.677594
FPPW03D02;KRAPYAK AREA (4);-6.872478,109.68217
FPEJ02D01;JENGGOT AREA (5);-6.919901,109.666579
FPPW01D02;KRAPYAK RW 16;-6.876138,109.678463
FPEJ03D01;JENGGOT AREA (4);-6.913722,109.666715
FPEJ05D01;JENGGOT AREA (3);-6.916221,109.666994
FPEJ09D03;KEBULEN AREA (4);-6.907731,109.670757
FPBO10D02;BANYURIP ALIT AREA (1);-6.920276,109.653335
FPPW07D03;KRAPYAK LOR AREA (7);-6.869477,109.692221
FPAA05D02;PONCOL AREA (3);-6.889383,109.686485
FPPW07D01;KRAPYAK LOR AREA (2);-6.868816,109.692857
FPEJ01D05;KERTOHARJO AREA (4);-6.92811,109.674433
FPPW05D03;KRAPYAK LOR AREA (6);-6.870442,109.686922
FPPW03D03;KRAPYAK LOR AREA (4);-6.87483,109.683632
FPPW07D04;KRAPYAK LOR AREA (5);-6.868555,109.696381
FPPW04D01;KLEGO AREA (2);-6.878787,109.680425
FDKR07D01;MANGUNJIWAN AREA (2);-6.890059,110.630695
FMRG07D04;KEMBANGARUM AREA 2;-7.023971,110.526447
FWKO07D01;TEMUROSO AREA (1);-6.980034,110.580941
FDKR07D02;KARANGMLATI AREA (3);-6.86548,110.612153
FDKR06D01;MANGUNJIWAN AREA (4);-6.900215,110.630365
FWKO08D04;BOGOSARI AREA (3);-6.998366,110.610796
FMRG07D03;KURIPAN AREA (3);-7.031604,110.556828
FWKO07D02;TEMUROSO AREA (2);-6.980246,110.58529
FDKG10D04;JATIMULYO BONANG AREA (2);-6.859207,110.603822
FMRG07D02;KURIPAN AREA (2);-7.034041,110.560611
FWKO04D01;BINTORO AREA (6);-6.898398,110.638208
FDKG03D02;KADILANGU AREA (3);-6.902214,110.647773
FDKG05D02;BETOKAN AREA (3);-6.882588,110.642224
FWKO13D02;PAMONGAN AREA (1);-7.010706,110.591966
FDKG10D02;JATIMULYO AREA (2);-6.860765,110.604809
FWKO15D02;REJOSARI AREA (2);-7.068235,110.582065
FDKG07D03;BETOKAN AREA (1);-6.882429,110.64111
FDKG10D03;JATIMULYO AREA (3);-6.862401704,110.6057238
FMRG06D02;BANJAREJO AREA (4);-7.003318,110.540519
FDKG05D03;BETOKAN AREA (2);-6.880268,110.64643
FDKR03D02;KALIKONDANG AREA (2);-6.901817,110.600427
FDKG02D02;BINTORO AREA (8);-6.890673,110.648049
FDKR15D01;PRAMPELAN AREA;-6.964288,110.536726
FMRG09D02;TELUK AREA (1);-7.061007,110.550946
FDKG03D01;KADILANGU AREA (2);-6.897372,110.645547
FDKR01D05;KALICILIK AREA (2);-6.882219,110.629224
FDKG12D03;TLOGOBOYO AREA (2);-6.84817,110.577286
FJSO16D04;MUSTOKOHARJO AREA (2);-6.769676,111.055792
FPIO09D04;TAMBAHARJO AREA (2);-6.721043,111.058565
FPIW09D03;GROWONG LOR JUWANA AREA (2);-6.713964,111.142463
FJSO12D03;TANJUNGSARI JAKENAN AREA (2);-6.764894,111.155539
FTOS07D03;MARGOREJO PATI AREA (2);-6.77141,111.015807
FPIW13D03;GADINGREJO JUWANA AREA (1);-6.730864,111.105122
FMSO06D03;MARGOMULYO TAYU AREA (1);-6.573224,111.058269
FMSO05D02;MARGOMULYO TAYU AREA (3);-6.569428,111.05695
FMSO05D01;MARGOMULYO TAYU AREA (2);-6.570663,111.064468
FMSO05D03;MARGOMULYO TAYU AREA (4);-6.574616,111.055598
FPAT13D01;WINONG AREA (5);-6.740989,111.029991
FJSO16D03;BANJARSARI GABUS AREA (2);-6.774825,111.05517
FPAT08D02;WINONG AREA (4);-6.744195,111.024824
FPAT07D02;WINONG AREA (2);-6.746132,111.032062
FTOS01D03;SUKOKULON MARGOREJO AREA (2);-6.790322,110.992297
FTOS07D02;DADIREJO AREA (2);-6.759575,111.016707
FPIW16D02;GROWONG KIDUL AREA (1);-6.709665,111.138631
FMSO05D04;SEMERAK MARGOYOSO AREA (1);-6.579887,111.055612
FPAT07D01;PATI LOR AREA (3);-6.746967,111.039315
FMSO11D01;KERTOMULYO MARGOYOSO AREA (1);-6.632439,111.075736
FJSO05D02;KETIP AREA (1);-6.732939,111.166941
FPIW03D02;BAKARAN KULON AREA (1);-6.705337,111.125364
FPAT04D02;SUKOHARJO AREA (2);-6.758923,111.015769
FPAT09D01;MUKTIHARJO AREA (1);-6.732701,111.012852
FTOS11D02;KUTOHARJO AREA (5);-6.743703,111.048863
FPIW03D03;BAKARAN KULON AREA (2);-6.703484,111.131595
FPIW03D04;BAKARAN KULON JUWANA AREA (1);-6.704527,111.127927
FMSO01D02;KEBOROMO TAYU AREA (1);-6.543695,111.052851
FMSO09D01;CEBOLEK KIDUL AREA (1);-6.598423,111.066369
FMSO01D01;TAYU KULON AREA (1);-6.53122,111.038499
FJSO11D02;PULUHAN TENGAH AREA (1);-6.761918,111.149706
FTOS05D02;BLARU PATI AREA (1);-6.761891,111.042266
FJSO03D02;GUNUNGSARI BATANGAN AREA (1);-6.731474,111.233966
FMSO10D03;KAJEN AREA (1);-6.604145,111.054434
FMSO06D04;PAKIS AREA (2);-6.567685,111.039346
FPIO05D02;KEBON WEDARIJAKSA AREA (1);-6.680466,111.072419
FTOS04D02;SUKOKULON AREA (1);-6.778421,110.98857
FPIO05D01;WEDARIJAKSA AREA (1);-6.686512,111.070652
