fiber_node;address;coordinate
FOT061;SLEROK AREA (3);-6.878448,109.143801
FOT065;PENGABEAN AREA;-6.888096,109.14099
FOT066;PAGONGAN AREA (1);-6.904053,109.120958
FPD087;SAMBIROTO AREA (2);-7.025627,110.459709
FWS174;PERUM PERMATA SEMERU;-7.023229,110.413958
FOT069;PERUM JAYA SAMUDRA;https://maps.google.com/maps?q=-6.868164,109.112416&ll=-6.868164,109.112416&z=16
FOT067;PANGGUNG AREA (4);-6.857298,109.150189
FPD120;JAMUS AREA;-7.003898,110.4948434
FGA020;GENUK AREA;-7.1337158,110.3989691
FOT068;PANGGUNG AREA (5);-6.855771,109.150454
FPD081;FATRO RESIDENCE;-7.00005,110.481463
FPD050;TLOGOMULYO AREA (8);-6.9987683,110.4829524
FPD114;GEMAH AREA (3);-7.013645,110.465801
FPD049;TLOGOMULYO AREA (7);-7.002165,110.4854998
FOT072;MUARAREJA AREA (3);-6.851532,109.118979
FOT077;MEJASEM TIMUR AREA (3);-6.885357,109.1605616
FPD115;GEMAH AREA (4);-7.0152253,110.4670275
FOT075;MEJASEM TIMUR AREA (1);-6.869367,109.1608646
FOT076;MEJASEM TIMUR AREA (2);-6.877245,109.1615838
FOT070;MUARAREJA AREA (1);-6.8502,109.115407
FOT086;CITRA BAHARI RESIDENCE;-6.873845,109.1230387
FPD067;PERUM BUMI TLOGO ASRI (6);-6.980748,110.4620426
FPD046;TLOGOMULYO AREA (4);-6.997526,110.4830928
FPD047;TLOGOMULYO AREA (5);-6.9967534,110.4867672
FOT071;MUARAREJA AREA (2);-6.850306,109.115358
FPD118;PERUM BUMI TLOGO ASRI (7);-6.980592,110.455836
FOT078;DAMPYAK AREA (1);-6.862417,109.156012
FOT079;DAMPYAK AREA (2);-6.865409,109.160786
FPD119;PERUM BUMI TLOGO ASRI (8);-6.9819662,110.4570964
FOT080;PAGONGAN AREA (2);-6.90626,109.127423
FPD116;PALEBON AREA (1);-7.0018859,110.46563491
FPD117;PALEBON AREA (2);-7.004261,110.46829
FOT081;DEBONG TENGAH AREA (1);-6.8877066,109.130822
FOT082;DEBONG TENGAH AREA (2);-6.8895734,109.130389
FOT083;DEBONG TENGAH AREA (3);-6.894938,109.12953286
FOT028;PERUM PONDOK MARTOLOYO;-6.854521,109.1503839
FSK089;PERUM GRAHA JANGLI INDAH (1);-7.039367,110.443092
FSK091;HACIENDA JANGLI;-7.038774,110.441608
FSK094;JANGLI AREA (2);-7.036971,110.435823
FSK095;PERUM DIPONEGORO (1);-7.041376,110.44222
FSK096;PERUM DIPONEGORO (2);-7.045427,110.443095
FSK093;JANGLI AREA (1);-7.033488,110.432311
FPD131;SENDANG GUWO AREA (17);-7.00886,110.452258
FSU044;PERUM TAMAN MARINA;-6.957198078,110.386198
FPD132;GEMAH AREA (5);-7.0120339,110.4625749
FPD129;GRAHA MULIA ASRI;-7.051678,110.471949
FPD127;PERUM PURI GEMAH SENTOSA;-7.01629,110.468338
FPD133;ASPOL SENDANGMULYO;-7.030743,110.468929
FOT084;PESURUNGAN KIDUL AREA (1);-6.875933,109.115447
FOT085;PESURUNGAN KIDUL AREA (2);-6.875139,109.114142
FOT092;BANDUNG AREA (1);-6.895719,109.118405
FOT093;BANDUNG AREA (2);-6.891166,109.118085
FOT094;TUNON AREA;-6.887945,109.11758
FGA024;GRIYA LEYANGAN DAMAI (1);-7.14806,110.43376
FGA025;GRIYA LEYANGAN DAMAI (2);-7.148339,110.435176
FOT088;PANGGUNG AREA (7);-6.862766,109.148075
FOT087;PANGGUNG AREA (6);-6.862276,109.151275
FWS176;TEGALSARI AREA (6);-7.006178,110.417706
FWS177;TEGALSARI AREA (7);-7.006513,110.419925
FSU042;ROYAL FAMILY RESIDENCE;-6.957798,110.392676
FSU048;BULU LOR AREA (1);-6.970923,110.404158
FPD135;PALEBON AREA (3);-7.0066983,110.4662469
FWS178;TEGALSARI AREA (8);-7.002224,110.420348
AWS003;HOTEL MAHIMA SEMARANG;-6.985401,110.372297
FGA022;PERUM UNGARAN BARU (1);-7.149099,110.432161
FGA023;PERUM UNGARAN BARU (2);-7.148312,110.431167
FSK099;BULUSAN AREA;-7.054199,110.46297
FSU049;BULU LOR AREA (2);-6.975167,110.407551
FPD137;TANDANG AREA (7);-7.014511,110.448574
FOT096;DEBONG KIDUL AREA (1);-6.896168,109.121947
FOT097;DEBONG KIDUL AREA (2);-6.893628,109.122377
FOT099;TEGALSARI AREA (1);-6.856176,109.124156
FOT100;TEGALSARI AREA (2);-6.859388,109.123784
FOT098;DEBONG KIDUL AREA (3);-6.889248,109.12363
FPD136;TANDANG AREA (6);-7.015235,110.447169
FPD138;MUKTIHARJO KIDUL (5);-6.973661,110.45455
FPD139;MUKTIHARJO KIDUL (6);-6.973661,110.45455
FPD140;MUKTIHARJO KIDUL (7);-6.976173,110.453793
FWS181;GAJAH MUNGKUR AREA (8);-7.008262,110.404904
FSU046;ROYAL FAMILY REGENCY;-6.9569084,110.3881382
FGA031;SUSUKAN AREA (4);-7.113266,110.418535
FGA030;SUSUKAN AREA (3);-7.112623,110.415915
FGA029;SUSUKAN AREA (2);-7.126758,110.420646
FWS113;MANYARAN AREA (10);-7.008382,110.383489
FWS179;BULUSTALAN AREA;-6.983213,110.402529
FPD145;KEDUNGMUNDU AREA (3);-7.023437,110.473634
FPD142;KEDUNGMUNDU AREA (2);-7.024435,110.475404
FPD147;SENDANG GUWO AREA (18);-7.013155,110.451974
FGA027;UNGARAN AREA;-7.131057,110.40302
FPD141;KEDUNGMUNDU AREA (1);-7.023123,110.474911
FSU050;BULU LOR AREA (3);-6.971046,110.405197
FPD148;METESEH AREA (6);-7.05363,110.478771
FGA032;PERUM KAMPUNG SIPULE;-7.138595,110.400864
FGA021;GENUK AREA (2);-7.139533,110.396638
FWS019;CABEAN AREA;-6.983203,110.399251
FSK097;PURI AYODYA;-7.0522,110.422563
FWS184;GABAHAN AREA (1);-6.979596,110.42305
FWS185;GABAHAN AREA (2);-6.979331,110.423589
FWS186;GABAHAN AREA (3);-6.980349,110.425056
FOT095;SAPPHIRE RESIDENCE;-6.887863,109.15748
FOT089;KALIGAYAM AREA (1);-6.903599,109.136392
FOT090;KALIGAYAM AREA (2);-6.904555,109.136532
FOT105;GRIYA EKA BAHARI;-6.891745,109.148432
FOT104;KEBASEN AREA;-6.915591,109.130559
FOT103;TEGALWANGI AREA;-6.9086,109.131048
FOT109;PERUM BALE AMARTHA;-6.899249,109.10529
FOT108;KEPANDEAN AREA;-6.905803,109.127367
FOT110;MINTARAGEN AREA (2);-6.8593,109.144779
FOT102;DEBONG LOR AREA (2);-6.881513,109.12522
FOT101;DEBONG LOR AREA (1);-6.87715,109.120781
FPD151;SENDANGMULYO AREA (19);-7.028673,110.47047
FPD150;SENDANGMULYO AREA (18);-7.02876,110.468086
FWS187;KARANGANYAR GUNUNG AREA (6);-7.029298,110.428764
FWS065;KARANGANYAR GUNUNG AREA (5);-7.0267549,110.4305077
FGA036;PERUM GRIYA SAKINAH;-7.150923,110.43483
FGA035;KALIREJO AREA (2);-7.141916,110.427492
FGA034;KALIREJO AREA (1);-7.139998,110.427577
FSK101;PERUM GRAND ARMINA;-7.081685,110.425217
FPD149;TANDANG AREA (8);-7.016206,110.450103
FPD082;TLOGOMULYO AREA (17);-6.990346,110.478907
FPD146;MANGUNHARJO AREA (3);-7.044208,110.46077
FPD152;SENDANGMULYO AREA (20);-7.031076,110.471867
FPD041;PEDURUNGAN KIDUL AREA (4);-7.031414,110.481283
FOT112;BANDUNG AREA (4);-6.897518,109.117824
FOT111;BANDUNG AREA (3);-6.897712,109.115451
FPD153;SENDANG GUWO AREA (19);-7.008282,110.452313
FPD152;SENDANGMULYO AREA (20);-7.031076,110.471867
FPD041;PEDURUNGAN KIDUL AREA (4);-7.031414,110.481283
FOT112;BANDUNG AREA (4);-6.897518,109.117824
FOT111;BANDUNG AREA (3);-6.897712,109.115451
FWS189;MANYARAN AREA (11);-7.009353,110.383281
FWS188;SARIREJO AREA (5);-6.979425,110.433448
FPD154;TANDANG AREA (9);-7.015015,110.444276
FPD159;PEDURUNGAN KIDUL AREA (9);-7.03408,110.482005
FGA028;UNGARAN AREA (2);-7.124323,110.411089
FPD156;BATURSARI AREA (2);-7.045275,110.492771
FBL084;PERUM GRIYA LESTARI;-6.99765,110.316139
FOT116;KALINYAMAT WETAN AREA (3);-6.896966,109.114077
FOT115;KALINYAMAT WETAN AREA (2);-6.899081,109.110727
FPD155;BATURSARI AREA (1);-7.044302,110.49144
FPD157;BATURSARI AREA (3);-7.044698,110.493628
FOT106;KALIMATI AREA (1);-6.924761,109.136986
FPD160;PERUM ALAMANDA RESIDENCE;-7.039299,110.460877
FSK105;GRIYA BOROBUDUR (2);-7.069504,110.442921
FSK079;BUKIT VIOLAN JAYA;-7.068573,110.455812
FSK103;PERUM SIRANDA HILL;-7.067365,110.458786
FSK104;GRIYA BOROBUDUR (1);-7.07055,110.441277
FOT117;LANGGEN AREA (1);-6.922709,109.138805
FOT122;MARGADANA AREA (1);-6.880667,109.094613
FOT119;WANGANDAWA AREA;-6.893038,109.168029
FOT120;JATILAWANG AREA (1);-6.886112,109.180044
FOT127;VERO PERMAI;-6.8864207,109.148551
FOT121;JATILAWANG AREA (2);-6.892792,109.18129
FPD106;PANDANARAN HILL;-7.038816,110.458522
FOT126;CABAWAN AREA;-6.881027,109.08969
FPD158;BUKIT EMERALD;-7.058829,110.465386
FPD166;KEBONBATUR AREA (2);-7.047959,110.490397
FPD165;KEBONBATUR AREA (1);-7.049653,110.492228
FWS193;MLATIBARU AREA;-6.96614,110.438651
FPD167;METESEH AREA (7);-7.05442,110.479765
FWS192;KARANGKIDUL AREA (5);-6.991938,110.43202
FGA038;BANDARJO AREA;-7.115237,110.413292
FPD163;BATURSARI AREA (5);7.042094,110.493882
FPD162;BATURSARI AREA (4);-7.040992,110.491327
FWS190;WONOTINGGAL AREA (3);-7.01159,110.418533
FPD164;SENDANG GUWO AREA (20);-7.012462,110.453615
FPD134;GEMAH AREA (6);-7.009522,110.460996
FSU023;PANGGUNG KIDUL AREA (2);-6.965857,110.407305
FSU022;PANGGUNG KIDUL AREA (1);-6.965943,110.410901
FWS182;BUKIT WAHID REGENCY;-7.003949,110.385586
FOT139;MARGADANA AREA (7);-6.875588,109.094885
FOT138;MARGADANA AREA (6);-6.875009,109.097777
FOT135;PESONA AMARTHA 1;-6.884717,109.182198
FOT134;DAMPYAK AREA (3);-6.868701,109.155285
FOT131;PERUM THE CRYSTAL MARGADANA;-6.871876,109.099439
FOT130;PERUM JAYA SAKTI 1;-6.872642,109.102173
FOT133;PERUM KALIGANGSA ASRI (2);-6.876784,109.081394
FOT132;PERUM KALIGANGSA ASRI (1);-6.874998,109.080337
FOT128;KEMANDUNGAN AREA;-6.874785,109.125638
FOT118;LANGGEN AREA (2);-6.87515,109.133868
FOT107;KALIMATI AREA (2);-6.928898,109.137409
FOT140;PERUM AFFA WIGUNA PERMAI;-6.857569,109.154776
FWS191;KARANGKIDUL AREA (4);-6.990689,110.434224
FSU052;BULU LOR AREA (5);-6.974274,110.405614
FSU051;BULU LOR AREA (4);-6.969323,110.404475
FPD161;TANDANG AREA (10);-7.018665,110.444904
FWS183;PANDEAN LAMPER AREA (6);-6.994111,110.445349
FSU053;BULU LOR AREA (6);-6.972549,110.407037
FOT137;MARGADANA AREA (5);-6.873388,109.100041
FOT141;NDALEM KINASIH;-6.877564,109.109753
FPD172;BATURSARI AREA (8);-7.043618,110.489597
FPD171;BATURSARI AREA (7);-7.045007,110.491736
FPD170;BATURSARI AREA (6);-7.043618,110.489597
FPD173;MUKTIHARJO KIDUL (8);-6.979383,110.462873
FPD128;PLAMONGANSARI AREA (5);-7.033511,110.482043
FSU055;PANGGUNG KIDUL AREA (5);-6.966756,110.403216
FSU054;PANGGUNG KIDUL AREA (4);-6.967801,110.403216
FPD168;PERUM PEDURUNGAN SARI;-7.000104,110.472614
FOT145;KADEMANGARAN AREA (1);-6.89284,109.142259
FOT142;DEBONG TENGAH AREA (4);-6.888463,109.126068
FSU056;BULU LOR AREA (7);-6.972094,110.401753
FBL086;BUKIT BERINGIN GONDORIO (2);-6.993731,110.321294
FBL085;BUKIT BERINGIN GONDORIO (1);-6.995693,110.323896
FOT154;PERUMNAS MEJASEM (5);-6.882962,109.151782
FOT150;PERUMNAS MEJASEM (1);-6.885216,109.154005
FOT144;DEBONG TENGAH AREA (6);-6.898391,109.125597
FOT143;DEBONG TENGAH AREA (5);-6.893074,109.126627
FPD177;KUDU AREA (4);-6.970723,110.498476
FPD176;KUDU AREA (3);-6.974065,110.497551
FPD175;KUDU AREA (2);-6.9753,110.50022
FWS200;BARUSARI AREA (2);-6.986824,110.405045
FWS199;BARUSARI AREA (1);-6.987714,110.406583
FWS198;CABEAN AREA (2);-6.983974,110.397667
FWS196;KARANGAYU AREA (1);-6.979526,110.39253
FWS080;PENDRIKAN KIDUL (2);-6.978706,110.40691
FSU058;TANJUNG MAS AREA (2);-6.959291,110.426659
FSU057;TANJUNG MAS AREA (1);-6.959838,110.428088
FGA037;SIDOMULYO AREA;-7.13096,110.410776
FOT153;PERUMNAS MEJASEM (4);-6.884709,109.152482
FOT151;PERUMNAS MEJASEM (2);-6.883845,109.154255
FOT148;GETASKEREP AREA (2);-6.900073,109.160495
FOT147;GETASKEREP AREA (1);-6.90076,109.157417
FOT146;KARANGANYAR AREA;-6.892586,109.138589
FPD179;KUDU AREA (6);-6.960653,110.499171
FPD182;MUKTIHARJO KIDUL (9);-6.979952,110.464054
FPD178;KUDU AREA (5);-6.963784,110.498753
FPD181;KUDU AREA (8);-6.967163,110.498735
FPD180;KUDU AREA (7);-6.968852,110.498321
FPD174;KUDU AREA (1);-6.973864,110.503172
FPD177;KUDU AREA (4);-6.970723,110.498476
FWS197;KARANGAYU AREA (2);-6.97884542,110.390981
FWS207;SIWALAN (7);-6.98954265,110.448053
FWS206;SIWALAN (6);-6.9800085,110.449087
FWS203;SIWALAN (3);-6.985766,110.450562
FPD187;KEBONBATUR AREA (6);-7.048592,110.493658
FWS205;SIWALAN (5);-6.97521,110.448738
FWS202;SIWALAN (2);-6.987137,110.450485
FWS201;SIWALAN (1);-6.985909,110.44817
FGA039;BANDARJO AREA (2);-7.115989,110.408002
FPD186;KEBONBATUR AREA (5);-7.049155,110.490572
FPD184;KEBONBATUR AREA (3);-7.047875,110.487662
FPD183;BATURSARI AREA (9);-7.037695,110.490785
FJN000;MH7 MIJEN SEMARANG;-7.085952,110.311771
FPD185;KEBONBATUR AREA (4);-7.049008,110.489694
FPD169;GEMAH AREA (7);-7.005688,110.451665
FSU060;PURWOSARI AREA (2);-6.970162,110.414984
FSU059;PURWOSARI AREA (1);-6.973753,110.412494
FPD179;KUDU AREA (6);-6.960653,110.499171
FPD182;MUKTIHARJO KIDUL (9);-6.979952,110.464054
FPD178;KUDU AREA (5);-6.963784,110.498753
FPD181;KUDU AREA (8);-6.967163,110.498735
FPD180;KUDU AREA (7);-6.968852,110.498321
FPD174;KUDU AREA (1);-6.973864,110.503172
FPD177;KUDU AREA (4);-6.970723,110.498476
FPD176;KUDU AREA (3);-6.974065,110.497551
FPD175;KUDU AREA (2);-6.9753,110.50022
FWS200;BARUSARI AREA (2);-6.986824,110.405045
FWS199;BARUSARI AREA (1);-6.987714,110.406583
FWS198;CABEAN AREA (2);-6.983974,110.397667
FWS196;KARANGAYU AREA (1);-6.979526,110.39253
FWS080;PENDRIKAN KIDUL (2);-6.978706,110.40691
FSU058;TANJUNG MAS AREA (2);-6.959291,110.426659
FSU057;TANJUNG MAS AREA (1);-6.959838,110.428088
FGA037;SIDOMULYO AREA;-7.13096,110.410776
FSU056;BULU LOR AREA (7);-6.972094,110.401753
FBL086;BUKIT BERINGIN GONDORIO (2);-6.993731,110.321294
FBL085;BUKIT BERINGIN GONDORIO (1);-6.995693,110.323896
FPD172;BATURSARI AREA (8);-7.043618,110.489597
FPD171;BATURSARI AREA (7);-7.045007,110.491736
FPD170;BATURSARI AREA (6);-7.043618,110.489597
FPD173;MUKTIHARJO KIDUL (8);-6.979383,110.462873
FPD128;PLAMONGANSARI AREA (5);-7.033511,110.482043
FSU055;PANGGUNG KIDUL AREA (5);-6.966756,110.403216
FSU054;PANGGUNG KIDUL AREA (4);-6.967801,110.403216
FPD168;PERUM PEDURUNGAN SARI;-7.000104,110.472614
FPD161;TANDANG AREA (10);-7.018665,110.444904
FWS183;PANDEAN LAMPER AREA (6);-6.994111,110.445349
FSU053;BULU LOR AREA (6);-6.972549,110.407037
FWS191;KARANGKIDUL AREA (4);-6.990689,110.434224
FSU052;BULU LOR AREA (5);-6.974274,110.405614
FSU051;BULU LOR AREA (4);-6.969323,110.404475
FPD166;KEBONBATUR AREA (2);-7.047959,110.490397
FPD165;KEBONBATUR AREA (1);-7.049653,110.492228
FWS193;MLATIBARU AREA;-6.96614,110.438651
FPD167;METESEH AREA (7);-7.05442,110.479765
FWS192;KARANGKIDUL AREA (5);-6.991938,110.43202
FGA038;BANDARJO AREA;-7.115237,110.413292
FPD163;BATURSARI AREA (5);-7.042094,110.493882
FPD162;BATURSARI AREA (4);-7.040992,110.491327
FWS190;WONOTINGGAL AREA (3);-7.01159,110.418533
FPD164;SENDANG GUWO AREA (20);-7.012462,110.453615
FPD134;GEMAH AREA (6);-7.009522,110.460996
FSU023;PANGGUNG KIDUL AREA (2);-6.965857,110.407305
FSU022;PANGGUNG KIDUL AREA (1);-6.965943,110.410901
FWS182;BUKIT WAHID REGENCY;-7.003949,110.385586
FPD158;BUKIT EMERALD;-7.058829,110.465386
FPD106;PANDANARAN HILL;-7.038816,110.458522
FPD160;PERUM ALAMANDA RESIDENCE;-7.039299,110.460877
FSK105;GRIYA BOROBUDUR (2);-7.069504,110.442921
FSK079;BUKIT VIOLAN JAYA;-7.068573,110.455812
FSK103;PERUM SIRANDA HILL;-7.067365,110.458786
FSK104;GRIYA BOROBUDUR (1);-7.07055,110.441277
FPD157;BATURSARI AREA (3);-7.044698,110.493628
FPD155;BATURSARI AREA (1);-7.044302,110.49144
FPD156;BATURSARI AREA (2);-7.045275,110.492771
FBL084;PERUM GRIYA LESTARI;-6.99765,110.316139
FPD159;PEDURUNGAN KIDUL AREA (9);-7.03408,110.482005
FGA028;UNGARAN AREA (2);-7.124323,110.411089
FWS189;MANYARAN AREA (11);-7.009353,110.383281
FWS188;SARIREJO AREA (5);-6.979425,110.433448
FPD154;TANDANG AREA (9);-7.015015,110.444276
FPD153;SENDANG GUWO AREA (19);-7.008282,110.452313
FPD152;SENDANGMULYO AREA (20);-7.031076,110.471867
FPD041;PEDURUNGAN KIDUL AREA (4);-7.031414,110.481283
FPD151;SENDANGMULYO AREA (19);-7.028673,110.47047
FPD150;SENDANGMULYO AREA (18);-7.02876,110.468086
FWS187;KARANGANYAR GUNUNG AREA (6);-7.029298,110.428764
FWS065;KARANGANYAR GUNUNG AREA (5);-7.0267549,110.4305077
FGA036;PERUM GRIYA SAKINAH;-7.150923,110.43483
FGA035;KALIREJO AREA (2);-7.141916,110.427492
FGA034;KALIREJO AREA (1);-7.139998,110.427577
FSK101;PERUM GRAND ARMINA;-7.081685,110.425217
FPD149;TANDANG AREA (8);-7.016206,110.450103
FWS186;GABAHAN AREA (3);-6.980349,110.425056
FWS184;GABAHAN AREA (1);-6.979596,110.42305
FPD082;TLOGOMULYO AREA (17);-6.990346,110.478907
FWS185;GABAHAN AREA (2);-6.979331,110.423589
FPD146;MANGUNHARJO AREA (3);-7.044208,110.46077
FSK097;PURI AYODYA;-7.0522,110.422563
FWS019;CABEAN AREA;-6.983203,110.399251
FSU050;BULU LOR AREA (3);-6.971046,110.405197
FPD148;METESEH AREA (6);-7.05363,110.478771
FGA032;PERUM KAMPUNG SIPULE;-7.138595,110.400864
FGA021;GENUK AREA (2);-7.139533,110.396638
FSU046;ROYAL FAMILY REGENCY;-7.728631,110.394875
FGA031;SUSUKAN AREA (4);-7.113266,110.418535
FGA030;SUSUKAN AREA (3);-7.112623,110.415915
FGA029;SUSUKAN AREA (2);-7.126758,110.420646
FWS113;MANYARAN AREA (10);-7.008382,110.383489
FWS179;BULUSTALAN AREA;-6.983213,110.402529
FPD145;KEDUNGMUNDU AREA (3);-7.023437,110.473634
FPD142;KEDUNGMUNDU AREA (2);-7.024435,110.475404
FPD147;SENDANG GUWO AREA (18);-7.013155,110.451974
FGA027;UNGARAN AREA;-7.131057,110.40302
FPD141;KEDUNGMUNDU AREA (1);-7.023123,110.474911
FWS181;GAJAH MUNGKUR AREA (8);-7.008262,110.404904
FPD140;MUKTIHARJO KIDUL (7);-6.976173,110.453793
FPD139;MUKTIHARJO KIDUL (6);-6.973661,110.45455
FPD138;MUKTIHARJO KIDUL (5);-6.973661,110.45455
FPD136;TANDANG AREA (6);-7.015235,110.447169
FPD137;TANDANG AREA (7);-7.014511,110.448574
FSU049;BULU LOR AREA (2);-6.975167,110.407551
FSK099;BULUSAN AREA;-7.054199,110.46297
FGA023;PERUM UNGARAN BARU (2);-7.148312,110.431167
FGA022;PERUM UNGARAN BARU (1);-7.149099,110.432161
FWS178;TEGALSARI AREA (8);-7.002224,110.420348
FPD135;PALEBON AREA (3);-7.0066983,110.4662469
FSU048;BULU LOR AREA (1);-6.970923,110.404158
FSU042;ROYAL FAMILY RESIDENCE;-6.957798,110.392676
FWS177;TEGALSARI AREA (7);-7.006513,110.419925
FWS176;TEGALSARI AREA (6);-7.006178,110.417706
FGA025;GRIYA LEYANGAN DAMAI (2);-7.148339,110.435176
FGA024;GRIYA LEYANGAN DAMAI (1);-7.14806,110.43376
FPD133;ASPOL SENDANGMULYO;-7.030743,110.468929
FPD127;PERUM PURI GEMAH SENTOSA;-7.01629,110.468338
FPD129;GRAHA MULIA ASRI;-7.051678,110.471949
FPD132;GEMAH AREA (5);-7.0120339,110.4625749
FSU044;PERUM TAMAN MARINA;-6.957198078,110.386198
FPD131;SENDANG GUWO AREA (17);-7.00886,110.452258
FSK093;JANGLI AREA (1);-7.033488,110.432311
FSK096;PERUM DIPONEGORO (2);-7.045427,110.443095
FSK095;PERUM DIPONEGORO (1);-7.041376,110.44222
FSK094;JANGLI AREA (2);-7.036971,110.435823
FSK091;HACIENDA JANGLI;-7.038774,110.441608
FSK089;PERUM GRAHA JANGLI INDAH (1);-7.039367,110.443092
FPD117;PALEBON AREA (2);-7.004261,110.46829
FPD116;PALEBON AREA (1);-7.0018859,110.46563491
FPD119;PERUM BUMI TLOGO ASRI (8);-6.9819662,110.4570964
FPD118;PERUM BUMI TLOGO ASRI (7);-6.980592,110.455836
FPD047;TLOGOMULYO AREA (5);-6.9967534,110.4867672
FPD046;TLOGOMULYO AREA (4);-6.997526,110.4830928
FOT165;PERUMAHAN ERLANGGA RESIDENCE;-6.871683,109.159405
FOT161;CANGKRING AREA (2);-6.912973480578024,109.156451969
FOT160;CANGKRING AREA (1);-6.912973481,109.1564519690798
FOT158;SLEROK AREA (4);-6.886329,109.156749
FOT159;KADEMANGARAN AREA (2);-6.886329,109.156749
FOT155;PERUMNAS MEJASEM (6);-6.881335,109.153102
FOT152;PERUMNAS MEJASEM (3);-6.882605,109.154511
FOT153;PERUMNAS MEJASEM (4);-6.884709,109.152482
FOT151;PERUMNAS MEJASEM (2);-6.883845,109.154255
FOT148;GETASKEREP AREA (2);-6.900073,109.160495
FOT147;GETASKEREP AREA (1);-6.90076,109.157417
FOT146;KARANGANYAR AREA;-6.892586,109.138589
FOT154;PERUMNAS MEJASEM (5);-6.882962,109.151782
FOT150;PERUMNAS MEJASEM (1);-6.885216,109.154005
FOT144;DEBONG TENGAH AREA (6);-6.898391,109.125597
FOT143;DEBONG TENGAH AREA (5);-6.893074,109.126627
FOT145;KADEMANGARAN AREA (1);-6.89284,109.142259
FOT142;DEBONG TENGAH AREA (4);-6.888463,109.126068
FOT137;MARGADANA AREA (5);-6.873388,109.100041
FOT141;NDALEM KINASIH;-6.877564,109.109753
FOT140;PERUM AFFA WIGUNA PERMAI;-6.857569,109.154776
FOT139;MARGADANA AREA (7);-6.875588,109.094885
FOT138;MARGADANA AREA (6);-6.875009,109.097777
FOT135;PESONA AMARTHA 1;-6.884717,109.182198
FOT134;DAMPYAK AREA (3);-6.868701,109.155285
FOT131;PERUM THE CRYSTAL MARGADANA;-6.871876,109.099439
FOT130;PERUM JAYA SAKTI 1;-6.872642,109.102173
FOT133;PERUM KALIGANGSA ASRI (2);-6.876784,109.081394
FOT132;PERUM KALIGANGSA ASRI (1);-6.874998,109.080337
FOT128;KEMANDUNGAN AREA;-6.874785,109.125638
FOT118;LANGGEN AREA (2);-6.87515,109.133868
FOT107;KALIMATI AREA (2);-6.928898,109.137409
FOT126;CABAWAN AREA;-6.881027,109.08969
FOT125;MARGADANA AREA (4);-6.879476,109.102955
FOT124;MARGADANA AREA (3);-6.879834,109.099505
FOT123;MARGADANA AREA (2);-6.88016,109.097923
FOT117;LANGGEN AREA (1);-6.922709,109.138805
FOT122;MARGADANA AREA (1);-6.880667,109.094613
FOT119;WANGANDAWA AREA;-6.893038,109.168029
FOT120;JATILAWANG AREA (1);-6.886112,109.180044
FOT127;VERO PERMAI;-6.8864207,109.148551
FOT121;JATILAWANG AREA (2);-6.892792,109.18129
FOT106;KALIMATI AREA (1);-6.924761,109.136986
FOT116;KALINYAMAT WETAN AREA (3);-6.896966,109.114077
FOT115;KALINYAMAT WETAN AREA (2);-6.899081,109.110727
FOT112;BANDUNG AREA (4);-6.897518,109.117824
FOT111;BANDUNG AREA (3);-6.897712,109.115451
FOT095;SAPPHIRE RESIDENCE;-6.887863,109.15748
FOT089;KALIGAYAM AREA (1);-6.903599,109.136392
FOT090;KALIGAYAM AREA (2);-6.904555,109.136532
FOT105;GRIYA EKA BAHARI;-6.891745,109.148432
FOT104;KEBASEN AREA;-6.915591,109.130559
FOT103;TEGALWANGI AREA;-6.9086,109.131048
FOT109;PERUM BALE AMARTHA;-6.899249,109.10529
FOT108;KEPANDEAN AREA;-6.905803,109.127367
FOT110;MINTARAGEN AREA (2);-6.8593,109.144779
FOT102;DEBONG LOR AREA (2);-6.881513,109.12522
FOT101;DEBONG LOR AREA (1);-6.87715,109.120781
FOT098;DEBONG KIDUL AREA (3);-6.889248,109.12363
FOT100;TEGALSARI AREA (2);-6.859388,109.123784
FOT099;TEGALSARI AREA (1);-6.856176,109.124156
FOT097;DEBONG KIDUL AREA (2);-6.893628,109.122377
FOT096;DEBONG KIDUL AREA (1);-6.896168,109.121947
FOT087;PANGGUNG AREA (6);-6.862276,109.151275
FOT088;PANGGUNG AREA (7);-6.862766,109.148075
FOT094;TUNON AREA;-6.887945,109.11758
FOT093;BANDUNG AREA (2);-6.891166,109.118085
FOT092;BANDUNG AREA (1);-6.895719,109.118405
FOT085;PESURUNGAN KIDUL AREA (2);-6.875139,109.114142
FOT084;PESURUNGAN KIDUL AREA (1);-6.875933,109.115447
FOT028;PERUM PONDOK MARTOLOYO;-6.854521,109.1503839
FOT083;DEBONG TENGAH AREA (3);-6.894938,109.12953286
FOT082;DEBONG TENGAH AREA (2);-6.8895734,109.130389
FOT081;DEBONG TENGAH AREA (1);-6.8877066,109.130822
FOT080;PAGONGAN AREA (2);-6.90626,109.127423
FOT079;DAMPYAK AREA (2);-6.865409,109.160786
FOT078;DAMPYAK AREA (1);-6.862417,109.156012
FOT071;MUARAREJA AREA (2);-6.850306,109.115358
FSU062;KUNINGAN AREA (2);-6.963827,110.418217
FSU061;KUNINGAN AREA (1);-6.963827,110.418217
FPD190;BATURSARI AREA (10);-7.04984,110.496754
FBL087;NGALIYAN AREA (1);-7.01868564,110.337802
FPD188;KUDU AREA (9);-6.958414,110.502593
